pair,session,event_type,frequency,mean_signed_move_pips,mean_signed_for_event_ccy_pips,abs_mean_move_pips,direction_concordance_pct,dominant_direction_event_ccy,persistence_24h_avg_pct,trap_rate_pct,fundamental_hit_rate_pct,fundamental_match_count
USDCHF,NY,cb_rate_decision,6,12.749930222829184,12.749930222829184,22.716621557871502,83.33333333333334,up,63.194444444444436,16.666666666666664,,0
USDCHF,NY,cb_press_conference,6,12.749930222829184,12.749930222829184,22.716621557871502,83.33333333333334,up,63.194444444444436,16.666666666666664,,0
USDCHF,NY,cot_release_neutral,2,-54.90005016326904,54.90005016326904,54.90005016326904,100.0,up,100.0,0.0,,0
USDCHF,Overlap,us_claims,3,-1.7998615900675456,-1.7998615900675456,30.86666266123454,66.66666666666666,down,44.44444444444445,0.0,66.66666666666666,3
USDCHF,Overlap,us_retail,2,8.249878883361816,8.249878883361816,47.85001277923584,50.0,up,45.833333333333336,0.0,50.0,2
USDCHF,Overlap,us_ppi,2,-9.3001127243042,-9.3001127243042,25.39992332458496,50.0,up,54.166666666666664,0.0,50.0,2
USDCHF,Overlap,us_pce,2,-2.3499131202697754,-2.3499131202697754,11.94983720779419,50.0,up,47.91666666666667,50.0,50.0,2
USDCHF,Overlap,us_core_pce,2,-2.3499131202697754,-2.3499131202697754,11.94983720779419,50.0,up,47.91666666666667,50.0,50.0,2
USDCHF,Overlap,us_cpi,1,16.09981060028076,16.09981060028076,16.09981060028076,100.0,up,79.16666666666666,0.0,100.0,1
USDCHF,Overlap,us_core_cpi,1,16.09981060028076,16.09981060028076,16.09981060028076,100.0,up,79.16666666666666,0.0,100.0,1
USDCHF,Overlap,geo_inauguration,1,-13.499855995178223,-13.499855995178223,13.499855995178223,100.0,down,0.0,100.0,,0
USDJPY,Asia,cb_rate_decision,3,30.966695149739582,-30.966695149739582,38.500467936197914,66.66666666666666,down,73.80952380952381,33.33333333333333,,0
USDJPY,London,us_claims,4,-7.025146484375,-7.025146484375,182.1746826171875,75.0,up,46.875,0.0,50.0,4
USDJPY,London,us_nfp,3,-76.63319905598958,-76.63319905598958,117.36602783203125,66.66666666666666,down,87.5,0.0,66.66666666666666,3
USDJPY,London,us_unrate,3,-76.63319905598958,-76.63319905598958,117.36602783203125,66.66666666666666,down,87.5,0.0,33.33333333333333,3
USDJPY,London,us_pce,2,-123.60000610351562,-123.60000610351562,254.79965209960938,50.0,up,81.25,0.0,50.0,2
USDJPY,London,us_core_pce,2,-123.60000610351562,-123.60000610351562,254.79965209960938,50.0,up,81.25,0.0,50.0,2
USDJPY,NY,cb_rate_decision,5,33.98040771484375,33.98040771484375,47.26043701171875,80.0,up,80.0,60.0,,0
USDJPY,NY,cb_press_conference,5,33.98040771484375,33.98040771484375,47.26043701171875,80.0,up,80.0,60.0,,0
USDJPY,NY,cot_release_neutral,1,-44.1009521484375,44.1009521484375,44.1009521484375,100.0,up,,0.0,,0
USDJPY,NY,geo_inauguration,1,24.80010986328125,24.80010986328125,24.80010986328125,100.0,up,45.83333333333333,100.0,,0
USDJPY,NY,cot_extreme_short,1,-184.59930419921875,184.59930419921875,184.59930419921875,100.0,up,0.0,0.0,,0
USDJPY,Overlap,us_claims,6,-27.783203125,-27.783203125,66.28367106119792,66.66666666666666,down,32.63888888888889,0.0,66.66666666666666,6
USDJPY,Overlap,us_retail,1,100.80108642578125,100.80108642578125,100.80108642578125,100.0,up,20.833333333333336,0.0,100.0,1
USDJPY,Overlap,us_refunding,1,103.5003662109375,103.5003662109375,103.5003662109375,100.0,up,4.166666666666666,0.0,,0
USDJPY,Overlap,us_cpi,1,-101.800537109375,-101.800537109375,101.800537109375,100.0,down,0.0,0.0,0.0,1
USDJPY,Overlap,us_core_cpi,1,-101.800537109375,-101.800537109375,101.800537109375,100.0,down,0.0,0.0,0.0,1
USDJPY,Overlap,us_ppi,1,-101.800537109375,-101.800537109375,101.800537109375,100.0,down,0.0,0.0,0.0,1
USDJPY,Overlap,us_pce,1,-23.699951171875,-23.699951171875,23.699951171875,100.0,down,37.5,0.0,0.0,1
USDJPY,Overlap,us_core_pce,1,-23.699951171875,-23.699951171875,23.699951171875,100.0,down,37.5,0.0,0.0,1
