t,sym,dir,score,why,win,month
2025-09-18 20:00:00+00:00,GBPUSD,BUY,1.7322754764044384,низ диапазона,False,2025-09
2025-09-19 00:00:00+00:00,GBPUSD,BUY,4.155128561685048,низ диапазона,False,2025-09
2025-09-19 05:00:00+00:00,EURJPY,BUY,2.885517124494381,низ диапазона,True,2025-09
2025-09-19 10:00:00+00:00,GBPUSD,BUY,1.9982587228143345,низ диапазона,False,2025-09
2025-09-19 15:00:00+00:00,USDCAD,BUY,2.3498307768720688,низ диапазона,True,2025-09
2025-09-19 20:00:00+00:00,GBPUSD,BUY,1.9593246121660786,низ диапазона,False,2025-09
2025-09-22 00:00:00+00:00,NZDUSD,BUY,3.860344942183233,низ диапазона,True,2025-09
2025-09-22 05:00:00+00:00,EURUSD,BUY,1.1707492795389047,RSI перепроданность,True,2025-09
2025-09-22 10:00:00+00:00,USDCHF,BUY,2.343967392432305,низ диапазона,False,2025-09
2025-09-22 15:00:00+00:00,USDCHF,BUY,2.865300879833497,низ диапазона,False,2025-09
2025-09-22 20:00:00+00:00,USDJPY,BUY,3.5558776807519594,низ диапазона,False,2025-09
2025-09-23 00:00:00+00:00,USDJPY,BUY,3.452765803881321,низ диапазона,True,2025-09
2025-09-24 05:00:00+00:00,AUDUSD,SELL,1.1610054025814511,верх диапазона + тренд вниз,True,2025-09
2025-09-24 10:00:00+00:00,EURUSD,BUY,5.254230786898801,низ диапазона,False,2025-09
2025-09-24 15:00:00+00:00,NZDUSD,BUY,4.168393779726861,низ диапазона,True,2025-09
2025-09-24 20:00:00+00:00,EURUSD,BUY,3.4974191576736153,низ диапазона,True,2025-09
2025-09-25 00:00:00+00:00,NZDUSD,BUY,3.0406274381090306,низ диапазона,True,2025-09
2025-09-25 15:00:00+00:00,GBPUSD,BUY,3.5867670444743585,низ диапазона,False,2025-09
2025-09-25 20:00:00+00:00,GBPUSD,BUY,3.396595032630603,низ диапазона,False,2025-09
2025-09-26 00:00:00+00:00,NZDUSD,BUY,3.2746355625598693,низ диапазона,True,2025-09
2025-09-26 05:00:00+00:00,NZDUSD,BUY,1.105756020111916,низ диапазона,False,2025-09
2025-09-26 10:00:00+00:00,AUDUSD,BUY,2.6856266868976553,низ диапазона,True,2025-09
2025-09-26 15:00:00+00:00,USDJPY,BUY,1.5022268736579216,низ диапазона,False,2025-09
2025-09-26 20:00:00+00:00,USDCHF,BUY,2.0612045048528054,низ диапазона,False,2025-09
2025-09-29 00:00:00+00:00,USDCHF,BUY,4.253886698792348,низ диапазона,False,2025-09
2025-09-29 05:00:00+00:00,USDJPY,BUY,4.965122574082537,низ диапазона,False,2025-09
2025-09-29 10:00:00+00:00,USDJPY,BUY,3.246424067673507,низ диапазона,False,2025-09
2025-09-29 15:00:00+00:00,USDJPY,BUY,3.306886239860649,низ диапазона,True,2025-09
2025-09-29 20:00:00+00:00,USDJPY,BUY,2.1486232573599846,низ диапазона,True,2025-09
2025-09-30 00:00:00+00:00,AUDUSD,SELL,1.0532857419954387,верх диапазона + тренд вниз,False,2025-09
2025-09-30 05:00:00+00:00,USDJPY,BUY,2.55671092954314,низ диапазона,False,2025-09
2025-09-30 10:00:00+00:00,USDJPY,BUY,1.677629804938514,низ диапазона,False,2025-09
2025-09-30 15:00:00+00:00,EURJPY,BUY,1.3352123627174652,RSI перепроданность,False,2025-09
2025-09-30 20:00:00+00:00,EURJPY,BUY,1.9290214846308684,низ диапазона,True,2025-09
2025-10-01 05:00:00+00:00,EURJPY,BUY,2.4008232713413076,низ диапазона,False,2025-10
2025-10-01 10:00:00+00:00,EURJPY,BUY,3.743777036595109,низ диапазона,True,2025-10
2025-10-01 15:00:00+00:00,EURJPY,BUY,3.795709403924164,низ диапазона,True,2025-10
2025-10-01 20:00:00+00:00,EURJPY,BUY,2.906570631013814,низ диапазона,True,2025-10
2025-10-02 05:00:00+00:00,NZDUSD,SELL,1.2786779453354704,верх диапазона + тренд вниз,True,2025-10
2025-10-02 10:00:00+00:00,USDCHF,BUY,3.1682129734439126,низ диапазона,True,2025-10
2025-10-02 15:00:00+00:00,AUDUSD,BUY,3.5213604875411084,низ диапазона,True,2025-10
2025-10-03 00:00:00+00:00,USDJPY,SELL,1.364738143659972,RSI перекупленность,False,2025-10
2025-10-03 05:00:00+00:00,EURJPY,SELL,3.035020434756879,верх диапазона + тренд вниз,True,2025-10
2025-10-03 10:00:00+00:00,USDCHF,BUY,1.388807664809345,низ диапазона,False,2025-10
2025-10-03 15:00:00+00:00,USDCAD,BUY,3.2230888436425715,низ диапазона,True,2025-10
2025-10-03 20:00:00+00:00,USDCHF,BUY,2.63144604482477,низ диапазона,True,2025-10
2025-10-06 00:00:00+00:00,USDJPY,SELL,3.1656564615189517,верх диапазона + тренд вниз,False,2025-10
2025-10-06 05:00:00+00:00,EURUSD,BUY,1.2684144554551124,низ диапазона,False,2025-10
2025-10-06 10:00:00+00:00,EURUSD,BUY,3.3708596239462776,низ диапазона,True,2025-10
2025-10-06 20:00:00+00:00,USDCHF,BUY,3.468824433424331,низ диапазона,True,2025-10
2025-10-07 00:00:00+00:00,USDCHF,BUY,1.4181953650891526,RSI перепроданность,True,2025-10
2025-10-07 10:00:00+00:00,GBPUSD,BUY,4.841549754378016,низ диапазона,True,2025-10
2025-10-07 15:00:00+00:00,AUDUSD,BUY,3.281639947755329,низ диапазона,False,2025-10
2025-10-07 20:00:00+00:00,AUDUSD,BUY,2.5923203786668916,низ диапазона,False,2025-10
2025-10-08 00:00:00+00:00,AUDUSD,BUY,2.8945109860642653,низ диапазона,False,2025-10
2025-10-08 05:00:00+00:00,NZDUSD,BUY,5.039883805652491,низ диапазона,True,2025-10
2025-10-08 15:00:00+00:00,EURUSD,BUY,1.8476102441630173,низ диапазона,True,2025-10
2025-10-08 20:00:00+00:00,NZDUSD,SELL,3.2390647698798776,верх диапазона + тренд вниз,False,2025-10
2025-10-09 00:00:00+00:00,NZDUSD,SELL,1.4114598575833686,верх диапазона + тренд вниз,False,2025-10
2025-10-09 05:00:00+00:00,EURUSD,SELL,1.6818352743994165,RSI перекупленность,True,2025-10
2025-10-09 10:00:00+00:00,USDCHF,BUY,1.768576079982034,низ диапазона,True,2025-10
2025-10-09 15:00:00+00:00,EURUSD,BUY,3.4034890248851233,низ диапазона,True,2025-10
2025-10-09 20:00:00+00:00,EURJPY,BUY,1.6175172734134584,RSI перепроданность,False,2025-10
2025-10-10 00:00:00+00:00,EURJPY,BUY,2.256449549879627,низ диапазона,False,2025-10
2025-10-10 10:00:00+00:00,GBPUSD,BUY,3.1330312008302363,низ диапазона,True,2025-10
2025-10-10 15:00:00+00:00,AUDUSD,BUY,4.025939469102442,низ диапазона,False,2025-10
2025-10-10 20:00:00+00:00,AUDUSD,BUY,4.653759948851752,низ диапазона,True,2025-10
2025-10-13 00:00:00+00:00,GBPUSD,SELL,0.9141537925845112,верх диапазона + тренд вниз,True,2025-10
2025-10-14 00:00:00+00:00,EURUSD,BUY,2.0547796843556947,низ диапазона,True,2025-10
2025-10-14 05:00:00+00:00,NZDUSD,BUY,3.5601519377457262,низ диапазона,False,2025-10
2025-10-14 10:00:00+00:00,AUDUSD,BUY,4.161905939053552,низ диапазона,True,2025-10
2025-10-14 15:00:00+00:00,USDCHF,BUY,3.0452560732929794,низ диапазона,False,2025-10
2025-10-14 20:00:00+00:00,USDCHF,BUY,2.447912638819874,низ диапазона,False,2025-10
2025-10-15 00:00:00+00:00,EURUSD,SELL,2.625960774019926,верх диапазона + тренд вниз,False,2025-10
2025-10-15 05:00:00+00:00,GBPUSD,SELL,2.1891166399561195,верх диапазона + тренд вниз,False,2025-10
2025-10-15 10:00:00+00:00,AUDUSD,SELL,3.0282425581614443,верх диапазона + тренд вниз,True,2025-10
2025-10-15 15:00:00+00:00,USDCHF,BUY,1.5681723721000527,RSI перепроданность,False,2025-10
2025-10-15 20:00:00+00:00,USDCHF,BUY,2.0692549896461756,низ диапазона,False,2025-10
2025-10-16 00:00:00+00:00,USDCHF,BUY,3.7932334939275067,низ диапазона,True,2025-10
2025-10-16 20:00:00+00:00,USDJPY,BUY,2.587479230913213,низ диапазона,False,2025-10
2025-10-17 00:00:00+00:00,USDCHF,BUY,3.480811808870143,низ диапазона,False,2025-10
2025-10-17 05:00:00+00:00,USDCHF,BUY,5.23968874584677,низ диапазона,True,2025-10
2025-10-17 10:00:00+00:00,USDCAD,BUY,2.1270530402577035,низ диапазона,True,2025-10
2025-10-17 20:00:00+00:00,EURUSD,BUY,4.554205468997468,низ диапазона,True,2025-10
2025-10-20 00:00:00+00:00,EURJPY,SELL,2.758456319075205,верх диапазона + тренд вниз,True,2025-10
2025-10-20 05:00:00+00:00,USDCAD,BUY,1.7344236760124598,RSI перепроданность,True,2025-10
2025-10-20 10:00:00+00:00,EURUSD,BUY,1.676240828536087,низ диапазона,True,2025-10
2025-10-20 15:00:00+00:00,NZDUSD,SELL,0.9639426513473284,верх диапазона + тренд вниз,True,2025-10
2025-10-20 20:00:00+00:00,EURUSD,BUY,2.7075970148168924,низ диапазона,True,2025-10
2025-10-21 00:00:00+00:00,AUDUSD,SELL,2.9848227731607464,верх диапазона + тренд вниз,True,2025-10
2025-10-21 05:00:00+00:00,GBPUSD,BUY,4.071678960552885,низ диапазона,True,2025-10
2025-10-21 10:00:00+00:00,NZDUSD,BUY,2.5774551074610965,низ диапазона,True,2025-10
2025-10-21 15:00:00+00:00,USDCAD,BUY,2.6841130375396616,низ диапазона,True,2025-10
2025-10-21 20:00:00+00:00,EURUSD,BUY,3.553239947123295,низ диапазона,True,2025-10
2025-10-22 00:00:00+00:00,EURJPY,BUY,1.0760367801177768,RSI перепроданность,True,2025-10
2025-10-22 05:00:00+00:00,USDCAD,BUY,2.4466427012521317,низ диапазона,True,2025-10
2025-10-22 10:00:00+00:00,GBPUSD,BUY,3.244344986978401,низ диапазона,True,2025-10
2025-10-22 15:00:00+00:00,USDCAD,BUY,2.006692992418121,низ диапазона,True,2025-10
2025-10-22 20:00:00+00:00,NZDUSD,BUY,2.5680948373826387,низ диапазона,False,2025-10
2025-10-23 10:00:00+00:00,EURUSD,BUY,2.9039889305924858,низ диапазона,True,2025-10
2025-10-23 15:00:00+00:00,AUDUSD,SELL,1.7517041932775563,верх диапазона + тренд вниз,True,2025-10
2025-10-23 20:00:00+00:00,USDCHF,BUY,3.638964232032043,низ диапазона,True,2025-10
2025-10-24 00:00:00+00:00,USDCHF,BUY,3.4601752864809923,низ диапазона,True,2025-10
2025-10-24 05:00:00+00:00,AUDUSD,BUY,2.105596576596015,низ диапазона,False,2025-10
2025-10-24 10:00:00+00:00,AUDUSD,BUY,1.9405026331693003,низ диапазона,True,2025-10
2025-10-24 15:00:00+00:00,GBPUSD,BUY,1.6434466939932921,низ диапазона,True,2025-10
2025-10-24 20:00:00+00:00,USDCAD,BUY,1.8718899894312508,низ диапазона,False,2025-10
2025-10-27 00:00:00+00:00,USDCAD,BUY,2.9687132203279907,низ диапазона,False,2025-10
2025-10-27 05:00:00+00:00,USDCAD,BUY,2.657714328867413,низ диапазона,False,2025-10
2025-10-27 10:00:00+00:00,USDCAD,BUY,1.482731266121988,низ диапазона,True,2025-10
2025-10-28 00:00:00+00:00,USDCHF,BUY,2.014592665183004,низ диапазона,False,2025-10
2025-10-28 05:00:00+00:00,EURJPY,BUY,4.174306477300955,низ диапазона,False,2025-10
2025-10-28 10:00:00+00:00,USDJPY,BUY,3.9259629718182216,низ диапазона,True,2025-10
2025-10-28 15:00:00+00:00,USDCAD,BUY,2.896761078473135,низ диапазона,True,2025-10
2025-10-28 20:00:00+00:00,USDCAD,BUY,2.2630639662104746,низ диапазона,False,2025-10
2025-10-29 00:00:00+00:00,USDCAD,BUY,2.7565571948541736,низ диапазона,True,2025-10
2025-10-29 05:00:00+00:00,GBPUSD,BUY,3.443652881522519,низ диапазона,False,2025-10
2025-10-29 10:00:00+00:00,GBPUSD,BUY,1.7418055012548699,RSI перепроданность,True,2025-10
2025-10-29 15:00:00+00:00,USDCAD,BUY,1.8346381286878064,низ диапазона,True,2025-10
2025-10-30 10:00:00+00:00,AUDUSD,BUY,1.9283845535967539,низ диапазона,False,2025-10
2025-10-30 15:00:00+00:00,EURUSD,BUY,1.5113699910156584,низ диапазона,True,2025-10
2025-10-30 20:00:00+00:00,EURUSD,BUY,1.817232632615315,низ диапазона,True,2025-10
2025-10-31 05:00:00+00:00,AUDUSD,BUY,1.748065551999319,низ диапазона,True,2025-10
2025-10-31 10:00:00+00:00,GBPUSD,BUY,1.7393728541294402,низ диапазона,True,2025-10
2025-10-31 20:00:00+00:00,EURJPY,BUY,2.257268186717024,низ диапазона,True,2025-10
2025-11-03 00:00:00+00:00,EURUSD,BUY,2.77932320292552,низ диапазона,True,2025-11
2025-11-03 10:00:00+00:00,NZDUSD,BUY,0.9416856149169288,низ диапазона,False,2025-11
2025-11-03 20:00:00+00:00,NZDUSD,BUY,1.3275672664820295,RSI перепроданность,False,2025-11
2025-11-04 00:00:00+00:00,NZDUSD,BUY,2.986760918558346,низ диапазона,False,2025-11
2025-11-04 05:00:00+00:00,EURJPY,BUY,4.2959461303397495,низ диапазона,False,2025-11
2025-11-04 10:00:00+00:00,GBPUSD,BUY,3.1488237103672274,низ диапазона,False,2025-11
2025-11-04 15:00:00+00:00,USDJPY,BUY,4.216505123908182,низ диапазона,True,2025-11
2025-11-04 20:00:00+00:00,GBPUSD,BUY,3.889711161013505,низ диапазона,False,2025-11
2025-11-05 00:00:00+00:00,NZDUSD,BUY,3.685716611869884,низ диапазона,True,2025-11
2025-11-05 05:00:00+00:00,GBPUSD,BUY,1.5547627085249496,низ диапазона,True,2025-11
2025-11-05 15:00:00+00:00,EURJPY,SELL,3.0334756595689356,верх диапазона + тренд вниз,True,2025-11
2025-11-05 20:00:00+00:00,EURJPY,SELL,1.155742110514914,верх диапазона + тренд вниз,False,2025-11
2025-11-06 00:00:00+00:00,USDCAD,BUY,3.3485386521175835,низ диапазона,True,2025-11
2025-11-06 05:00:00+00:00,USDCHF,BUY,3.1099252203417005,низ диапазона,True,2025-11
2025-11-06 10:00:00+00:00,GBPUSD,SELL,0.7490210495767654,верх диапазона + тренд вниз,False,2025-11
2025-11-06 15:00:00+00:00,USDJPY,BUY,3.9557916497201817,низ диапазона,False,2025-11
2025-11-06 20:00:00+00:00,USDCHF,BUY,3.426986472474114,низ диапазона,True,2025-11
2025-11-07 00:00:00+00:00,NZDUSD,BUY,1.9567209704346062,низ диапазона,False,2025-11
2025-11-07 05:00:00+00:00,NZDUSD,BUY,2.1775944502481845,низ диапазона,False,2025-11
2025-11-07 10:00:00+00:00,EURJPY,SELL,1.0095827999310425,верх диапазона + тренд вниз,False,2025-11
2025-11-07 15:00:00+00:00,USDCAD,BUY,1.6703149152453562,RSI перепроданность,False,2025-11
2025-11-07 20:00:00+00:00,USDCAD,BUY,4.646686946099472,низ диапазона,False,2025-11
2025-11-10 00:00:00+00:00,USDCAD,BUY,3.023311273634975,низ диапазона,False,2025-11
2025-11-10 05:00:00+00:00,USDCAD,BUY,3.160043362452254,низ диапазона,False,2025-11
2025-11-10 10:00:00+00:00,AUDUSD,SELL,1.7715401781860425,верх диапазона + тренд вниз,True,2025-11
2025-11-10 15:00:00+00:00,EURUSD,BUY,1.7404803773601116,низ диапазона,True,2025-11
2025-11-10 20:00:00+00:00,USDCHF,BUY,2.326399696591663,низ диапазона,True,2025-11
2025-11-11 05:00:00+00:00,USDCHF,BUY,3.499571425641421,низ диапазона,False,2025-11
2025-11-11 10:00:00+00:00,USDCHF,BUY,2.648419158619052,низ диапазона,False,2025-11
2025-11-11 15:00:00+00:00,USDCHF,BUY,2.9725962183694117,низ диапазона,True,2025-11
2025-11-11 20:00:00+00:00,USDCHF,BUY,1.8709574417761239,RSI перепроданность,True,2025-11
2025-11-12 05:00:00+00:00,GBPUSD,BUY,2.104640785363676,RSI перепроданность,False,2025-11
2025-11-12 10:00:00+00:00,EURUSD,BUY,2.2245109204111047,низ диапазона,True,2025-11
2025-11-12 15:00:00+00:00,USDCHF,BUY,4.057397924992842,низ диапазона,True,2025-11
2025-11-12 20:00:00+00:00,USDCHF,BUY,1.3750384847477246,RSI перепроданность,True,2025-11
2025-11-13 00:00:00+00:00,NZDUSD,BUY,1.199171505360514,низ диапазона,False,2025-11
2025-11-13 05:00:00+00:00,NZDUSD,BUY,2.409973391435127,низ диапазона,True,2025-11
2025-11-13 15:00:00+00:00,USDCHF,BUY,3.0089278800532187,низ диапазона,True,2025-11
2025-11-13 20:00:00+00:00,AUDUSD,BUY,3.0146380251300027,низ диапазона,True,2025-11
2025-11-14 00:00:00+00:00,AUDUSD,BUY,3.0725654723391056,низ диапазона,True,2025-11
2025-11-14 05:00:00+00:00,GBPUSD,BUY,2.768759786723045,низ диапазона,False,2025-11
2025-11-14 10:00:00+00:00,AUDUSD,BUY,2.704495886235536,низ диапазона,True,2025-11
2025-11-14 15:00:00+00:00,EURUSD,BUY,1.8378029995922183,низ диапазона,True,2025-11
2025-11-17 00:00:00+00:00,NZDUSD,BUY,2.7139453641767917,низ диапазона,True,2025-11
2025-11-17 05:00:00+00:00,EURUSD,BUY,3.3804159634567945,низ диапазона,False,2025-11
2025-11-17 10:00:00+00:00,AUDUSD,BUY,3.4888358486485265,низ диапазона,False,2025-11
2025-11-17 15:00:00+00:00,AUDUSD,BUY,1.3787957533368818,низ диапазона,False,2025-11
2025-11-17 20:00:00+00:00,EURUSD,BUY,1.8325133445416788,низ диапазона,True,2025-11
2025-11-18 00:00:00+00:00,AUDUSD,BUY,2.700437896918409,низ диапазона,False,2025-11
2025-11-18 10:00:00+00:00,EURUSD,BUY,2.05288713527616,низ диапазона,False,2025-11
2025-11-18 15:00:00+00:00,EURUSD,BUY,2.1787482776188747,низ диапазона,False,2025-11
2025-11-18 20:00:00+00:00,USDCAD,BUY,4.114672361080899,низ диапазона,True,2025-11
2025-11-19 00:00:00+00:00,NZDUSD,BUY,2.6492031323784033,низ диапазона,False,2025-11
2025-11-19 05:00:00+00:00,NZDUSD,BUY,1.6938710386932683,низ диапазона,False,2025-11
2025-11-19 10:00:00+00:00,NZDUSD,BUY,3.5567380358355676,низ диапазона,False,2025-11
2025-11-19 15:00:00+00:00,NZDUSD,BUY,3.3908930704308977,низ диапазона,False,2025-11
2025-11-19 20:00:00+00:00,GBPUSD,BUY,3.675345090795377,низ диапазона,False,2025-11
2025-11-20 00:00:00+00:00,GBPUSD,BUY,2.2764859556469705,низ диапазона,False,2025-11
2025-11-20 05:00:00+00:00,EURUSD,BUY,2.4753566647009295,низ диапазона,True,2025-11
2025-11-20 20:00:00+00:00,NZDUSD,BUY,2.174545549077767,низ диапазона,True,2025-11
2025-11-21 05:00:00+00:00,USDJPY,BUY,2.0941818139949784,низ диапазона,False,2025-11
2025-11-21 10:00:00+00:00,USDJPY,BUY,2.7836082773057607,низ диапазона,False,2025-11
2025-11-21 15:00:00+00:00,EURJPY,BUY,3.5022176199493336,низ диапазона,True,2025-11
2025-11-21 20:00:00+00:00,USDJPY,BUY,2.6971581616227804,низ диапазона,True,2025-11
2025-11-24 05:00:00+00:00,AUDUSD,SELL,2.580062667177536,верх диапазона + тренд вниз,True,2025-11
2025-11-24 10:00:00+00:00,USDCHF,BUY,2.576083767626759,низ диапазона,True,2025-11
2025-11-25 05:00:00+00:00,EURJPY,BUY,2.817354659877318,низ диапазона,False,2025-11
2025-11-25 10:00:00+00:00,USDJPY,BUY,2.2295932441465505,низ диапазона,False,2025-11
2025-11-26 00:00:00+00:00,NZDUSD,SELL,1.412410091666998,верх диапазона + тренд вниз,False,2025-11
2025-11-26 05:00:00+00:00,AUDUSD,SELL,3.2484271844629817,верх диапазона + тренд вниз,True,2025-11
2025-11-26 15:00:00+00:00,USDCAD,BUY,2.6106929013503635,низ диапазона,False,2025-11
2025-11-26 20:00:00+00:00,USDCAD,BUY,1.8364863054731555,низ диапазона,False,2025-11
2025-11-27 00:00:00+00:00,USDCHF,BUY,3.4657946100829484,низ диапазона,True,2025-11
2025-11-27 05:00:00+00:00,USDCAD,BUY,3.340366081676612,низ диапазона,True,2025-11
2025-11-27 10:00:00+00:00,EURUSD,BUY,1.1253778689360565,низ диапазона,True,2025-11
2025-11-28 10:00:00+00:00,EURUSD,BUY,4.128365340098455,низ диапазона,True,2025-11
2025-11-28 15:00:00+00:00,USDCAD,BUY,3.81886410927104,низ диапазона,True,2025-11
2025-11-28 20:00:00+00:00,USDCHF,BUY,1.7276799097091229,низ диапазона,True,2025-11
2025-12-01 00:00:00+00:00,USDJPY,BUY,2.2630306777638003,низ диапазона,False,2025-12
2025-12-01 05:00:00+00:00,USDCAD,SELL,1.8840323226926667,RSI перекупленность,True,2025-12
2025-12-01 10:00:00+00:00,USDJPY,BUY,3.3901944556303745,низ диапазона,False,2025-12
2025-12-02 00:00:00+00:00,GBPUSD,BUY,2.542222346437958,низ диапазона,True,2025-12
2025-12-02 05:00:00+00:00,GBPUSD,BUY,3.185529702787674,низ диапазона,False,2025-12
2025-12-02 10:00:00+00:00,USDJPY,SELL,3.203022678027318,верх диапазона + тренд вниз,True,2025-12
2025-12-02 20:00:00+00:00,USDCHF,BUY,1.9800139363512723,низ диапазона,False,2025-12
2025-12-03 00:00:00+00:00,USDCHF,BUY,3.508419327937701,низ диапазона,False,2025-12
2025-12-03 05:00:00+00:00,USDCHF,BUY,3.667768052220965,низ диапазона,False,2025-12
2025-12-03 10:00:00+00:00,USDJPY,BUY,2.8961347199401413,низ диапазона,False,2025-12
2025-12-03 15:00:00+00:00,USDJPY,BUY,3.255969921673648,низ диапазона,True,2025-12
2025-12-03 20:00:00+00:00,USDCHF,BUY,1.341468885273627,низ диапазона,True,2025-12
2025-12-04 00:00:00+00:00,USDJPY,BUY,2.4568605642945807,низ диапазона,True,2025-12
2025-12-04 10:00:00+00:00,EURJPY,BUY,3.1262746472872314,низ диапазона,False,2025-12
2025-12-04 15:00:00+00:00,EURJPY,BUY,2.5298196813689477,низ диапазона,True,2025-12
2025-12-04 20:00:00+00:00,EURUSD,BUY,2.0945343571073587,низ диапазона,True,2025-12
2025-12-05 00:00:00+00:00,GBPUSD,BUY,1.3805652448871324,низ диапазона,True,2025-12
2025-12-05 05:00:00+00:00,EURJPY,BUY,1.5415137831054737,низ диапазона,True,2025-12
2025-12-05 15:00:00+00:00,USDCAD,BUY,4.815008936191606,низ диапазона,False,2025-12
2025-12-05 20:00:00+00:00,USDCAD,BUY,4.86146685051619,низ диапазона,False,2025-12
2025-12-08 00:00:00+00:00,USDCAD,BUY,3.681700180532674,низ диапазона,False,2025-12
2025-12-08 05:00:00+00:00,USDCAD,BUY,2.876924732691993,низ диапазона,True,2025-12
2025-12-08 10:00:00+00:00,GBPUSD,BUY,2.345938501787674,низ диапазона,False,2025-12
2025-12-08 15:00:00+00:00,USDJPY,SELL,3.4915300287377278,RSI перекупленность,False,2025-12
2025-12-08 20:00:00+00:00,USDJPY,SELL,2.4870993971290263,верх диапазона + тренд вниз,True,2025-12
2025-12-09 00:00:00+00:00,AUDUSD,BUY,1.429679000848551,низ диапазона,True,2025-12
2025-12-09 05:00:00+00:00,USDCHF,BUY,1.7878270282428694,RSI перепроданность,True,2025-12
2025-12-09 15:00:00+00:00,GBPUSD,BUY,2.862523803931387,низ диапазона,True,2025-12
2025-12-09 20:00:00+00:00,GBPUSD,BUY,1.8079557823359207,низ диапазона,True,2025-12
2025-12-10 00:00:00+00:00,NZDUSD,BUY,2.161773432101574,низ диапазона,True,2025-12
2025-12-10 15:00:00+00:00,USDCHF,BUY,4.2739593916592025,низ диапазона,False,2025-12
2025-12-10 20:00:00+00:00,USDJPY,BUY,3.2696584561606103,низ диапазона,False,2025-12
2025-12-11 00:00:00+00:00,USDCHF,BUY,4.256000790208262,низ диапазона,True,2025-12
2025-12-11 05:00:00+00:00,USDCHF,BUY,2.1116889963361323,низ диапазона,False,2025-12
2025-12-11 10:00:00+00:00,USDCHF,BUY,3.25208174504477,низ диапазона,False,2025-12
2025-12-11 15:00:00+00:00,USDCHF,BUY,3.8779134909806197,низ диапазона,True,2025-12
2025-12-11 20:00:00+00:00,USDCHF,BUY,1.7477220995645837,RSI перепроданность,False,2025-12
2025-12-12 05:00:00+00:00,USDJPY,SELL,2.256170992594809,RSI перекупленность,False,2025-12
2025-12-12 10:00:00+00:00,EURUSD,BUY,3.1759770126813267,низ диапазона,True,2025-12
2025-12-12 15:00:00+00:00,GBPUSD,BUY,4.380404095815989,низ диапазона,True,2025-12
2025-12-15 05:00:00+00:00,EURJPY,BUY,4.501789853206284,низ диапазона,True,2025-12
2025-12-15 10:00:00+00:00,USDJPY,BUY,2.3777427210133513,низ диапазона,True,2025-12
2025-12-16 00:00:00+00:00,AUDUSD,BUY,3.3705312794995996,низ диапазона,True,2025-12
2025-12-16 05:00:00+00:00,GBPUSD,BUY,3.5277423502867435,низ диапазона,True,2025-12
2025-12-16 20:00:00+00:00,EURJPY,BUY,1.0857103109573545,низ диапазона,False,2025-12
2025-12-17 00:00:00+00:00,EURJPY,BUY,3.112580168119516,низ диапазона,True,2025-12
2025-12-17 05:00:00+00:00,EURUSD,BUY,4.675020214688444,низ диапазона,False,2025-12
2025-12-17 10:00:00+00:00,GBPUSD,BUY,3.629351415323601,низ диапазона,True,2025-12
2025-12-17 15:00:00+00:00,AUDUSD,BUY,2.3586690852796433,низ диапазона,False,2025-12
2025-12-17 20:00:00+00:00,USDJPY,SELL,1.2721930070782477,верх диапазона + тренд вниз,False,2025-12
2025-12-18 00:00:00+00:00,NZDUSD,BUY,1.3258705375315372,низ диапазона,False,2025-12
2025-12-18 05:00:00+00:00,GBPUSD,BUY,1.240882186321814,RSI перепроданность,False,2025-12
2025-12-18 10:00:00+00:00,GBPUSD,BUY,2.3539117097749065,низ диапазона,True,2025-12
2025-12-18 15:00:00+00:00,EURJPY,BUY,2.117634805508412,низ диапазона,True,2025-12
2025-12-18 20:00:00+00:00,EURJPY,BUY,2.951651676318532,низ диапазона,True,2025-12
2025-12-19 05:00:00+00:00,NZDUSD,BUY,2.516398789514316,низ диапазона,False,2025-12
2025-12-19 15:00:00+00:00,GBPUSD,BUY,2.054207141013233,низ диапазона,True,2025-12
2025-12-22 00:00:00+00:00,NZDUSD,SELL,0.9630369960601616,верх диапазона + тренд вниз,False,2025-12
2025-12-22 10:00:00+00:00,USDCHF,BUY,2.443164390757101,низ диапазона,False,2025-12
2025-12-22 15:00:00+00:00,USDCAD,BUY,4.218732715821745,низ диапазона,True,2025-12
2025-12-22 20:00:00+00:00,USDCHF,BUY,3.428413652342021,низ диапазона,False,2025-12
2025-12-23 00:00:00+00:00,USDJPY,BUY,4.396843068496406,низ диапазона,False,2025-12
2025-12-23 05:00:00+00:00,USDJPY,BUY,4.155840638960704,низ диапазона,False,2025-12
2025-12-23 10:00:00+00:00,USDCHF,BUY,3.868243455789019,низ диапазона,True,2025-12
2025-12-23 20:00:00+00:00,USDCAD,BUY,2.0115198222829958,низ диапазона,False,2025-12
2025-12-24 00:00:00+00:00,USDCAD,BUY,1.5420496263408554,низ диапазона,False,2025-12
2025-12-24 05:00:00+00:00,USDCAD,BUY,2.505105555470287,низ диапазона,False,2025-12
2025-12-24 10:00:00+00:00,USDCAD,BUY,2.6302341307772394,низ диапазона,False,2025-12
2025-12-24 15:00:00+00:00,EURUSD,BUY,2.5359591989280625,низ диапазона,True,2025-12
2025-12-24 20:00:00+00:00,NZDUSD,BUY,2.2968143551089595,низ диапазона,True,2025-12
2025-12-25 00:00:00+00:00,AUDUSD,BUY,2.095462404765587,низ диапазона,True,2025-12
2025-12-25 10:00:00+00:00,USDCHF,BUY,2.214500774087248,низ диапазона,True,2025-12
