time,sym,dir,conf,month,forced,win_yahoo,win_histdata
2025-08-18 18:00:00+00:00,EURGBP,-1,0.13737914950503882,2025-08,False,True,True
2025-08-18 20:00:00+00:00,EURGBP,1,0.22372343666354144,2025-08,False,True,True
2025-08-18 21:00:00+00:00,EURGBP,1,0.2566571614477662,2025-08,False,True,True
2025-08-19 18:00:00+00:00,GBPAUD,-1,0.16841009117675199,2025-08,False,True,True
2025-08-19 20:00:00+00:00,EURGBP,1,0.1881637229577533,2025-08,False,True,True
2025-08-19 21:00:00+00:00,GBPCHF,1,0.22924928438618697,2025-08,False,True,True
2025-08-20 18:00:00+00:00,USDCAD,-1,0.16333119175726984,2025-08,False,True,True
2025-08-20 19:00:00+00:00,USDCAD,-1,0.13266177034629523,2025-08,False,True,True
2025-08-20 20:00:00+00:00,NZDCHF,1,0.1910612680009912,2025-08,False,True,True
2025-08-21 18:00:00+00:00,AUDCHF,-1,0.20899839070630993,2025-08,False,True,True
2025-08-21 19:00:00+00:00,AUDCHF,-1,0.12644867922478165,2025-08,False,True,True
2025-08-21 20:00:00+00:00,GBPNZD,1,0.190919641309912,2025-08,False,True,False
2025-08-22 18:00:00+00:00,NZDCHF,-1,0.14964952899664902,2025-08,False,False,False
2025-08-22 20:00:00+00:00,EURGBP,1,0.17877897927650765,2025-08,True,True,
2025-08-22 21:00:00+00:00,EURGBP,1,0.1379874821448258,2025-08,True,True,
2025-08-25 18:00:00+00:00,AUDCHF,-1,0.19355747647136917,2025-08,False,True,True
2025-08-25 19:00:00+00:00,AUDCHF,-1,0.16270993987156357,2025-08,False,True,True
2025-08-25 20:00:00+00:00,NZDCHF,1,0.2494787615386873,2025-08,False,True,True
2025-08-26 18:00:00+00:00,NZDUSD,-1,0.14102177050794734,2025-08,False,True,True
2025-08-26 20:00:00+00:00,EURGBP,1,0.19524713394560533,2025-08,False,True,True
2025-08-26 21:00:00+00:00,GBPCHF,1,0.18333305928549026,2025-08,False,True,True
2025-08-27 18:00:00+00:00,GBPCHF,-1,0.161154970466991,2025-08,False,True,True
2025-08-27 20:00:00+00:00,AUDCHF,1,0.204266953596132,2025-08,False,True,True
2025-08-27 21:00:00+00:00,AUDCHF,1,0.24470023100618365,2025-08,False,True,True
2025-08-28 18:00:00+00:00,AUDCHF,-1,0.16193049239337604,2025-08,False,True,True
2025-08-28 20:00:00+00:00,NZDCHF,1,0.22593542689189638,2025-08,False,True,True
2025-08-28 21:00:00+00:00,EURGBP,1,0.22982985949615797,2025-08,False,True,True
2025-08-29 18:00:00+00:00,EURJPY,-1,0.18121418584702603,2025-08,False,True,True
2025-08-29 20:00:00+00:00,EURGBP,1,0.2450842510842649,2025-08,True,True,
2025-08-29 21:00:00+00:00,AUDCAD,1,0.19271473659138516,2025-08,True,True,
2025-09-01 18:00:00+00:00,EURCHF,-1,0.14255712082039418,2025-09,False,True,True
2025-09-01 20:00:00+00:00,GBPCAD,1,0.2341587139264517,2025-09,False,True,True
2025-09-01 21:00:00+00:00,EURCAD,1,0.2668540635321016,2025-09,False,False,False
2025-09-02 18:00:00+00:00,NZDCHF,-1,0.16990840545057562,2025-09,False,True,True
2025-09-02 20:00:00+00:00,EURGBP,1,0.2544243244062653,2025-09,False,True,True
2025-09-02 21:00:00+00:00,AUDCAD,1,0.18675603306679645,2025-09,False,True,True
2025-09-03 18:00:00+00:00,AUDCHF,-1,0.17379502796666052,2025-09,False,True,True
2025-09-03 20:00:00+00:00,EURGBP,1,0.182857108040551,2025-09,False,True,True
2025-09-03 21:00:00+00:00,EURCHF,1,0.20173057953035722,2025-09,False,True,True
2025-09-04 18:00:00+00:00,AUDNZD,-1,0.17975509157986036,2025-09,False,True,True
2025-09-04 20:00:00+00:00,GBPCAD,1,0.23859968379501573,2025-09,False,True,True
2025-09-04 21:00:00+00:00,GBPAUD,1,0.23912786348914794,2025-09,False,False,False
2025-09-05 18:00:00+00:00,CHFJPY,-1,0.13786385582328592,2025-09,False,True,True
2025-09-05 20:00:00+00:00,EURGBP,1,0.21178218195691645,2025-09,True,True,
2025-09-05 21:00:00+00:00,EURCHF,1,0.1766200502431301,2025-09,True,True,
2025-09-08 18:00:00+00:00,NZDUSD,-1,0.1863005243447436,2025-09,False,True,True
2025-09-08 20:00:00+00:00,AUDCAD,1,0.21936997278835535,2025-09,False,True,True
2025-09-08 21:00:00+00:00,GBPAUD,1,0.20437228976420452,2025-09,False,True,True
2025-09-09 18:00:00+00:00,NZDCHF,-1,0.14613696626171951,2025-09,False,True,True
2025-09-09 19:00:00+00:00,USDCAD,-1,0.1297031960175482,2025-09,False,True,True
2025-09-09 20:00:00+00:00,AUDCHF,1,0.23297730266572747,2025-09,False,True,True
2025-09-10 17:00:00+00:00,NZDCHF,-1,0.12510717523970827,2025-09,False,True,True
2025-09-10 18:00:00+00:00,GBPCHF,-1,0.14642523343274833,2025-09,False,True,True
2025-09-10 19:00:00+00:00,AUDNZD,-1,0.129379589792101,2025-09,False,True,True
2025-09-11 18:00:00+00:00,AUDCAD,-1,0.19232563154604332,2025-09,False,True,True
2025-09-11 19:00:00+00:00,GBPCHF,-1,0.12533269936395175,2025-09,False,True,True
2025-09-11 20:00:00+00:00,AUDCAD,1,0.21780655496457346,2025-09,False,True,True
2025-09-12 18:00:00+00:00,AUDCAD,-1,0.17678034054367292,2025-09,False,True,True
2025-09-12 20:00:00+00:00,NZDCHF,1,0.24417731894032535,2025-09,False,True,
2025-09-12 21:00:00+00:00,GBPCAD,1,0.1610614927477555,2025-09,False,True,
2025-09-15 18:00:00+00:00,AUDCHF,-1,0.16165669399444155,2025-09,False,True,True
2025-09-15 19:00:00+00:00,AUDCHF,-1,0.12739087640199404,2025-09,False,False,False
2025-09-15 20:00:00+00:00,EURGBP,1,0.25920776152375,2025-09,False,True,False
2025-09-16 17:00:00+00:00,NZDCHF,-1,0.15803650584006973,2025-09,False,True,True
2025-09-16 18:00:00+00:00,EURAUD,-1,0.16259652596016932,2025-09,False,True,True
2025-09-16 19:00:00+00:00,CHFJPY,-1,0.13367249693681565,2025-09,False,False,False
2025-09-17 20:00:00+00:00,AUDCHF,1,0.23585431254023237,2025-09,False,True,True
2025-09-17 21:00:00+00:00,GBPUSD,1,0.19196142940715288,2025-09,False,True,True
2025-09-17 22:00:00+00:00,NZDCHF,1,0.12458029824492145,2025-09,False,False,False
2025-09-18 15:00:00+00:00,NZDCAD,1,0.12167697188769744,2025-09,False,True,True
2025-09-18 18:00:00+00:00,EURAUD,-1,0.1447075461309258,2025-09,False,True,False
2025-09-18 19:00:00+00:00,EURAUD,-1,0.13812780536632557,2025-09,False,True,True
2025-09-19 18:00:00+00:00,AUDCHF,-1,0.15431544473221415,2025-09,False,True,True
2025-09-19 20:00:00+00:00,GBPCAD,1,0.2449497204084945,2025-09,True,True,
2025-09-19 21:00:00+00:00,GBPCAD,1,0.19464045270398989,2025-09,True,True,
2025-09-22 05:00:00+00:00,USDJPY,1,0.12919008921455066,2025-09,False,False,False
2025-09-22 18:00:00+00:00,GBPCAD,-1,0.17519746338579328,2025-09,False,True,True
2025-09-22 19:00:00+00:00,USDCAD,-1,0.13623265004731266,2025-09,False,False,False
2025-09-23 02:00:00+00:00,USDCHF,-1,0.14658383499987987,2025-09,False,False,False
2025-09-23 18:00:00+00:00,GBPCAD,-1,0.17378428210063424,2025-09,False,True,True
2025-09-23 20:00:00+00:00,GBPCAD,1,0.1988338794356318,2025-09,False,True,True
2025-09-24 18:00:00+00:00,EURCAD,-1,0.19425447924123346,2025-09,False,True,True
2025-09-24 20:00:00+00:00,USDCHF,1,0.21301489597079226,2025-09,False,True,True
2025-09-24 21:00:00+00:00,USDCHF,1,0.18572192042869606,2025-09,False,False,False
2025-09-25 18:00:00+00:00,CADJPY,-1,0.1759808718575902,2025-09,False,True,True
2025-09-25 19:00:00+00:00,AUDNZD,-1,0.1293390780137722,2025-09,False,True,True
2025-09-25 20:00:00+00:00,EURCHF,1,0.21319102181341398,2025-09,False,True,True
2025-09-26 18:00:00+00:00,AUDCAD,-1,0.16477372963871784,2025-09,False,True,True
2025-09-26 20:00:00+00:00,AUDNZD,1,0.19556034743250506,2025-09,True,True,
2025-09-26 21:00:00+00:00,AUDCAD,1,0.15484854272778836,2025-09,True,True,
2025-09-29 18:00:00+00:00,AUDCHF,-1,0.17615125563624734,2025-09,False,True,True
2025-09-29 20:00:00+00:00,GBPCAD,1,0.23706783921885322,2025-09,False,True,True
2025-09-29 21:00:00+00:00,AUDCHF,1,0.19855193920061354,2025-09,False,True,True
2025-09-30 05:00:00+00:00,NZDJPY,1,0.12401167852907802,2025-09,False,False,False
2025-09-30 18:00:00+00:00,GBPCHF,-1,0.13153666620894233,2025-09,False,True,True
2025-09-30 20:00:00+00:00,EURGBP,1,0.19455477406101251,2025-09,False,True,True
2025-10-01 18:00:00+00:00,AUDCHF,-1,0.16874821817680413,2025-10,False,True,True
2025-10-01 20:00:00+00:00,EURGBP,1,0.21782020610549124,2025-10,False,True,True
2025-10-01 21:00:00+00:00,EURCAD,1,0.20433362830041701,2025-10,False,True,True
2025-10-02 18:00:00+00:00,NZDCAD,-1,0.16242526750775882,2025-10,False,True,True
2025-10-02 20:00:00+00:00,EURGBP,1,0.211303390273214,2025-10,False,True,True
2025-10-02 21:00:00+00:00,AUDCHF,1,0.24451142717569418,2025-10,False,True,True
2025-10-03 17:00:00+00:00,GBPAUD,-1,0.12118519850774817,2025-10,False,False,False
2025-10-03 18:00:00+00:00,NZDJPY,-1,0.22963058936643016,2025-10,False,True,True
2025-10-03 19:00:00+00:00,NZDJPY,-1,0.15392199476232216,2025-10,False,False,
2025-10-06 00:00:00+00:00,NZDJPY,-1,0.11819054441015953,2025-10,False,False,False
2025-10-06 01:00:00+00:00,NZDJPY,-1,0.1428278270517091,2025-10,False,False,False
2025-10-06 02:00:00+00:00,NZDJPY,-1,0.1437717057324187,2025-10,False,False,False
2025-10-07 18:00:00+00:00,NZDJPY,-1,0.20588096980536036,2025-10,False,False,False
2025-10-07 19:00:00+00:00,USDCHF,-1,0.15942252569505155,2025-10,False,True,True
2025-10-07 20:00:00+00:00,AUDCHF,1,0.2558678123762691,2025-10,False,True,True
2025-10-08 01:00:00+00:00,USDJPY,-1,0.12784349755664304,2025-10,False,True,True
2025-10-08 04:00:00+00:00,NZDCAD,1,0.12005334281521995,2025-10,False,True,True
2025-10-08 05:00:00+00:00,NZDUSD,1,0.13351511703379604,2025-10,False,True,True
