t,entry,exit,dir,score,basis,sm_bias,sm_score,rsi,pos,sweep,month,slot,move,trend_dir,up,d,why,win
2025-06-12 05:00:00+00:00,1.1531364917755127,1.15968918800354,BUY,4.5,False,BUY,2.5,71.84796517880226,0.9868943326208988,,2025-06,5,0.006552696228027344,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-06-12 10:00:00+00:00,1.15968918800354,1.158077597618103,BUY,4.5,False,BUY,2.5,82.13383890480372,0.9560759210436712,,2025-06,10,-0.0016115903854370117,BUY,False,SELL,RSI-перекупленность,True
2025-06-12 15:00:00+00:00,1.158077597618103,1.1588828563690186,BUY,4.5,False,BUY,2.5,66.44509795563849,0.6521374492182691,,2025-06,15,0.0008052587509155273,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-06-12 20:00:00+00:00,1.1588828563690186,1.1551345586776731,BUY,4.5,False,BUY,2.5,67.85363353062691,0.6279519750781227,,2025-06,20,-0.003748297691345437,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-06-13 00:00:00+00:00,1.1560693979263306,1.1535356044769287,BUY,4.5,False,SELL,-2.0,50.52935099343921,0.3996207540415816,,2025-06,0,-0.0025337934494018555,BUY,False,BUY,тренд BUY на откате,False
2025-06-13 05:00:00+00:00,1.1535356044769287,1.1508804559707642,BUY,4.5,False,,-1.5,43.304340899397886,0.1577329801645874,,2025-06,5,-0.0026551485061645508,BUY,False,BUY,тренд BUY на откате,False
2025-06-13 10:00:00+00:00,1.1508804559707642,1.1559356451034546,BUY,4.5,False,,-1.5,35.89777154104708,0.1126151723018224,BUY,2025-06,10,0.00505518913269043,BUY,True,BUY,у низа диапазона → BUY,True
2025-06-13 15:00:00+00:00,1.1559356451034546,1.1558021306991575,SELL,4.5,True,SELL,-4.5,56.294533832611634,0.5429232455250234,BUY,2025-06,15,-0.00013351440429709704,BUY,False,SELL,крупные (сильный вердикт),True
2025-06-16 00:00:00+00:00,1.1539349555969238,1.1560693979263306,SELL,4.5,True,SELL,-3.5,47.04757970187141,0.5773469804883418,SELL,2025-06,0,0.0021344423294067383,BUY,True,SELL,крупные (сильный вердикт),False
2025-06-16 05:00:00+00:00,1.1560693979263306,1.1579434871673584,BUY,4.5,False,SELL,-2.5,57.685290115176514,0.8588588588588588,,2025-06,5,0.001874089241027832,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-06-16 10:00:00+00:00,1.1579434871673584,1.1583458185195925,BUY,4.5,False,SELL,-3.0,61.45802913223437,0.8471357349318125,,2025-06,10,0.00040233135223410876,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-06-16 15:00:00+00:00,1.1583458185195925,1.156336784362793,BUY,4.5,False,,0.0,56.99764113578041,0.625044841559822,,2025-06,15,-0.0020090341567995385,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-06-16 20:00:00+00:00,1.156336784362793,1.1558021306991575,BUY,4.5,False,,1.5,47.70758594041194,0.4011293429881087,,2025-06,20,-0.000534653663635476,BUY,False,BUY,тренд BUY на откате,False
2025-06-17 00:00:00+00:00,1.155401587486267,1.1560693979263306,BUY,4.5,False,BUY,2.0,43.82385213660381,0.1744949691911707,,2025-06,0,0.0006678104400634766,BUY,True,BUY,тренд BUY на откате,True
2025-06-17 05:00:00+00:00,1.1560693979263306,1.157139539718628,BUY,4.5,False,BUY,2.0,47.32571557369487,0.1913835532162143,,2025-06,5,0.0010701417922973633,BUY,True,BUY,тренд BUY на откате,True
2025-06-17 10:00:00+00:00,1.157139539718628,1.1536686420440674,BUY,4.5,False,,1.0,54.273816821541566,0.4725943970767357,,2025-06,10,-0.003470897674560547,BUY,False,BUY,тренд BUY на откате,False
2025-06-17 15:00:00+00:00,1.1536686420440674,1.148369312286377,BUY,4.5,False,SELL,-2.0,39.66698888602756,0.3466106801967302,BUY,2025-06,15,-0.00529932975769043,BUY,False,BUY,тренд BUY на откате,False
2025-06-17 20:00:00+00:00,1.148369312286377,1.1500862836837769,BUY,3.5,False,,-1.0,28.19690106035129,0.0536199204732809,,2025-06,20,0.0017169713973999023,BUY,True,BUY,у низа диапазона → BUY,True
2025-06-18 00:00:00+00:00,1.1496896743774414,1.1508804559707642,BUY,3.5,False,SELL,-2.0,38.09316283082129,0.1878939967025506,,2025-06,0,0.001190781593322754,BUY,True,BUY,тренд BUY на откате,True
2025-06-18 05:00:00+00:00,1.1508804559707642,1.1496896743774414,BUY,4.5,False,,-1.0,44.567722964292805,0.3089903986034332,,2025-06,5,-0.001190781593322754,BUY,False,BUY,тренд BUY на откате,False
2025-06-18 10:00:00+00:00,1.1496896743774414,1.1524720191955566,BUY,3.5,False,,-0.5,40.00697431956084,0.2845785211978774,,2025-06,10,0.0027823448181152344,BUY,True,BUY,тренд BUY на откате,True
2025-06-18 15:00:00+00:00,1.1524720191955566,1.148369312286377,BUY,4.5,False,SELL,-2.5,54.85403191589696,0.8970160284539702,,2025-06,15,-0.0041027069091796875,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-06-18 20:00:00+00:00,1.148369312286377,1.1456066370010376,BUY,3.5,False,,-0.5,40.61105426033912,0.2697473466704236,BUY,2025-06,20,-0.0027626752853393555,BUY,False,BUY,тренд BUY на откате,False
2025-06-19 00:00:00+00:00,1.14850115776062,1.1460003852844238,BUY,3.5,False,,-1.5,42.34528664900731,0.3320186763821584,,2025-06,0,-0.002500772476196067,BUY,False,BUY,тренд BUY на откате,False
2025-06-19 05:00:00+00:00,1.1460003852844238,1.1477103233337402,BUY,3.5,False,,-0.5,37.35436760374584,0.0697376130227549,,2025-06,5,0.0017099380493164062,BUY,True,BUY,у низа диапазона → BUY,True
2025-06-19 10:00:00+00:00,1.1477103233337402,1.1463946104049685,BUY,3.5,False,BUY,2.0,46.50664196228784,0.3318034069704448,BUY,2025-06,10,-0.0013157129287717506,BUY,False,BUY,тренд BUY на откате,False
2025-06-19 15:00:00+00:00,1.1463946104049685,1.1500862836837769,BUY,2.5,False,,-1.0,40.76872384284988,0.3218095210263304,BUY,2025-06,15,0.0036916732788083717,BUY,True,BUY,тренд BUY на откате,True
2025-06-19 20:00:00+00:00,1.1500862836837769,1.1518083810806274,BUY,3.5,False,,1.0,58.66902962221088,0.9497952442362948,BUY,2025-06,20,0.001722097396850586,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-06-20 00:00:00+00:00,1.1526048183441162,1.1531364917755127,BUY,4.5,False,BUY,2.0,67.56536488959276,0.9826383482295786,,2025-06,0,0.0005316734313964844,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-06-20 05:00:00+00:00,1.1531364917755127,1.152737736701965,BUY,4.5,False,BUY,2.0,66.29835392865161,0.9479404767458132,,2025-06,5,-0.0003987550735475853,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-06-20 10:00:00+00:00,1.152737736701965,1.152339220046997,BUY,4.5,False,BUY,2.0,61.174516671032286,0.8658631882664102,,2025-06,10,-0.0003985166549680397,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-06-20 15:00:00+00:00,1.152339220046997,1.1526048183441162,BUY,4.5,False,BUY,2.0,56.57748249761214,0.655403887203685,,2025-06,15,0.0002655982971191406,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-06-23 00:00:00+00:00,1.1491611003875732,1.151543140411377,BUY,3.5,False,,1.0,38.39364257509352,0.105875152998776,BUY,2025-06,0,0.002382040023803711,BUY,True,BUY,у низа диапазона → BUY,True
2025-06-23 05:00:00+00:00,1.151543140411377,1.1466574668884275,BUY,4.5,True,BUY,3.5,51.89199209365093,0.5456705475034792,BUY,2025-06,5,-0.004885673522949441,BUY,False,BUY,крупные (сильный вердикт),False
2025-06-23 10:00:00+00:00,1.1466574668884275,1.154068112373352,BUY,3.5,False,,-0.5,33.756217699985584,0.1022155085599194,SELL,2025-06,10,0.0074106454849245385,BUY,True,BUY,у низа диапазона → BUY,True
2025-06-23 15:00:00+00:00,1.154068112373352,1.158077597618103,BUY,4.5,True,BUY,4.0,62.05909610782811,0.8740884357996123,BUY,2025-06,15,0.0040094852447509766,BUY,True,BUY,крупные (сильный вердикт),True
2025-06-23 20:00:00+00:00,1.158077597618103,1.1594202518463137,BUY,4.5,False,,0.0,70.55873864416151,0.9684158332475746,BUY,2025-06,20,0.0013426542282106713,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-06-24 00:00:00+00:00,1.1602274179458618,1.161440134048462,BUY,4.5,False,,-1.0,74.60339699656912,0.9388913778986236,,2025-06,0,0.0012127161026000977,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-06-24 05:00:00+00:00,1.161440134048462,1.1599582433700562,BUY,4.5,False,,-1.0,74.57053344964476,0.9826752372206916,,2025-06,5,-0.0014818906784057617,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-06-24 10:00:00+00:00,1.1599582433700562,1.161170482635498,SELL,4.5,True,SELL,-4.0,60.42478888839066,0.745017320742182,SELL,2025-06,10,0.0012122392654418945,BUY,True,SELL,крупные (сильный вердикт),False
2025-06-24 20:00:00+00:00,1.161170482635498,1.1631964445114136,BUY,4.5,False,SELL,-3.0,56.31491083981408,0.448853342759931,SELL,2025-06,20,0.0020259618759155273,BUY,True,BUY,тренд BUY на откате,True
2025-06-25 00:00:00+00:00,1.1629259586334229,1.16225004196167,BUY,4.5,False,,-1.0,61.51007822685645,0.7742035261367152,,2025-06,0,-0.0006759166717529297,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-06-25 05:00:00+00:00,1.16225004196167,1.1607661247253418,BUY,4.5,False,SELL,-2.0,56.952737936307074,0.6489328796783174,,2025-06,5,-0.001483917236328125,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-06-25 10:00:00+00:00,1.1607661247253418,1.1623852252960205,BUY,4.5,False,SELL,-3.0,49.744262573438334,0.3325674561093437,SELL,2025-06,10,0.001619100570678711,BUY,True,BUY,тренд BUY на откате,True
2025-06-25 15:00:00+00:00,1.1623852252960205,1.1663167476654053,BUY,4.5,False,,0.5,57.09334539701285,0.7326499351950041,,2025-06,15,0.003931522369384766,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-06-25 20:00:00+00:00,1.1663167476654053,1.1689070463180542,BUY,4.5,False,,-1.5,68.4343573958038,0.9268331757958314,,2025-06,20,0.0025902986526489258,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-06-26 00:00:00+00:00,1.1684973239898682,1.168770432472229,BUY,4.5,False,SELL,-3.0,72.35431152780825,0.9300144123897696,SELL,2025-06,0,0.00027310848236083984,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-06-26 05:00:00+00:00,1.168770432472229,1.1719207763671875,BUY,4.5,False,SELL,-3.0,66.9598736080365,0.7914333282881792,,2025-06,5,0.003150343894958496,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-06-26 15:00:00+00:00,1.1719207763671875,1.1704120635986328,BUY,4.5,False,SELL,-2.0,63.028728034488594,0.7105384686432068,,2025-06,15,-0.0015087127685546875,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-06-27 00:00:00+00:00,1.1695905923843384,1.169180393218994,BUY,4.5,False,,0.0,50.02024781470386,0.2489363628134335,,2025-06,0,-0.0004101991653444603,BUY,False,BUY,тренд BUY на откате,False
2025-06-27 05:00:00+00:00,1.169180393218994,1.171783447265625,BUY,4.5,False,,1.0,47.77739632029878,0.1185280185342241,,2025-06,5,0.0026030540466310814,BUY,True,BUY,у низа диапазона → BUY,True
2025-06-27 10:00:00+00:00,1.171783447265625,1.1727453470230105,BUY,4.5,True,BUY,4.5,57.8508202590308,0.5702169910845417,,2025-06,10,0.000961899757385476,BUY,True,BUY,крупные (сильный вердикт),True
2025-06-27 15:00:00+00:00,1.1727453470230105,1.172195553779602,BUY,4.5,True,BUY,5.5,56.94940856052409,0.6313113418134146,SELL,2025-06,15,-0.0005497932434084252,BUY,False,BUY,крупные (сильный вердикт),False
2025-06-30 00:00:00+00:00,1.172195553779602,1.1728830337524414,BUY,4.5,True,BUY,5.5,53.50679261521197,0.5305511956421383,SELL,2025-06,0,0.0006874799728393555,BUY,True,BUY,крупные (сильный вердикт),True
2025-06-30 10:00:00+00:00,1.1728830337524414,1.177440166473389,BUY,4.5,True,BUY,4.5,52.87108337842827,0.5987469879518073,SELL,2025-06,10,0.004557132720947488,BUY,True,BUY,крупные (сильный вердикт),True
2025-06-30 15:00:00+00:00,1.177440166473389,1.1791062355041504,BUY,4.5,False,BUY,2.5,66.603392168684,1.0,BUY,2025-06,15,0.0016660690307614967,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-06-30 20:00:00+00:00,1.1791062355041504,1.1784114837646484,BUY,4.5,False,BUY,2.5,69.12749454836653,0.9826339285714286,BUY,2025-06,20,-0.0006947517395019531,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-07-01 00:00:00+00:00,1.1800801753997805,1.1789672374725342,BUY,4.5,False,,1.5,70.74652551470422,1.0,,2025-07,0,-0.0011129379272463158,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-07-01 05:00:00+00:00,1.1789672374725342,1.1816140413284302,BUY,4.5,False,,1.5,62.31034695386979,0.7986874669096371,SELL,2025-07,5,0.002646803855895996,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-07-01 10:00:00+00:00,1.1816140413284302,1.177994966506958,BUY,4.5,False,,1.5,69.07592292800653,0.834725460554972,,2025-07,10,-0.003619074821472168,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-07-01 15:00:00+00:00,1.177994966506958,1.1809163093566897,BUY,4.5,False,,-1.0,47.9383888309476,0.1185100660200505,SELL,2025-07,15,0.0029213428497316674,BUY,True,BUY,у низа диапазона → BUY,True
2025-07-01 20:00:00+00:00,1.1809163093566897,1.179662585258484,BUY,4.5,False,,0.0,59.43802362141402,0.6653939480445332,,2025-07,20,-0.0012537240982055664,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-07-02 00:00:00+00:00,1.1810559034347534,1.1791062355041504,BUY,4.5,False,,-1.0,59.665124054536506,0.6862867542106765,,2025-07,0,-0.0019496679306030273,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-07-02 05:00:00+00:00,1.1791062355041504,1.177024483680725,BUY,4.5,False,BUY,2.5,48.51446962994397,0.4305493349950344,,2025-07,5,-0.002081751823425293,BUY,False,BUY,тренд BUY на откате,False
2025-07-02 10:00:00+00:00,1.177024483680725,1.1792453527450562,BUY,4.5,False,,-0.5,39.29259807687752,0.1138803117188648,,2025-07,10,0.0022208690643310547,BUY,True,BUY,у низа диапазона → BUY,True
2025-07-02 15:00:00+00:00,1.1792453527450562,1.18035888671875,BUY,4.5,False,,1.5,54.70854771018675,0.6727282911073356,BUY,2025-07,15,0.0011135339736938477,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-07-02 20:00:00+00:00,1.18035888671875,1.1807769536972046,BUY,4.5,False,,-0.5,58.61342078649666,0.8471275741677713,BUY,2025-07,20,0.00041806697845458984,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-07-03 00:00:00+00:00,1.1810559034347534,1.179940938949585,BUY,4.5,False,,-1.0,62.09240573098658,0.9562928250032672,,2025-07,0,-0.001114964485168457,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-07-03 05:00:00+00:00,1.179940938949585,1.1798018217086792,BUY,4.5,False,SELL,-3.0,53.470983395517415,0.781669498329008,,2025-07,5,-0.00013911724090576172,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-07-03 10:00:00+00:00,1.1798018217086792,1.1760554313659668,SELL,4.5,True,SELL,-4.0,51.1010436732278,0.6443209159545341,,2025-07,10,-0.0037463903427124023,BUY,False,SELL,крупные (сильный вердикт),True
2025-07-03 15:00:00+00:00,1.1760554313659668,1.1761938333511353,SELL,4.5,True,SELL,-6.5,40.17765833110237,0.4135127261170114,BUY,2025-07,15,0.00013840198516845703,BUY,True,SELL,крупные (сильный вердикт),False
2025-07-03 20:00:00+00:00,1.1761938333511353,1.1763322353363037,SELL,4.5,True,SELL,-3.5,43.16057389974837,0.4288873586354848,BUY,2025-07,20,0.00013840198516845703,BUY,True,SELL,крупные (сильный вердикт),False
2025-07-04 00:00:00+00:00,1.177024483680725,1.1786893606185913,SELL,4.5,True,SELL,-6.5,47.75549321891566,0.5211616389013958,,2025-07,0,0.001664876937866211,BUY,True,SELL,крупные (сильный вердикт),False
2025-07-04 05:00:00+00:00,1.1786893606185913,1.178133845329285,SELL,4.5,True,SELL,-3.5,56.44526058048316,0.7919822951014467,,2025-07,5,-0.0005555152893064186,BUY,False,SELL,крупные (сильный вердикт),True
2025-07-04 10:00:00+00:00,1.178133845329285,1.178272724151611,SELL,4.5,True,SELL,-5.5,52.79062805071437,0.8432538614713955,,2025-07,10,0.00013887882232621607,BUY,True,SELL,крупные (сильный вердикт),False
2025-07-04 15:00:00+00:00,1.178272724151611,1.1778563261032104,BUY,4.5,False,,-1.0,53.427589628653976,0.7925591882750845,,2025-07,15,-0.00041639804840065686,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-07-07 00:00:00+00:00,1.1784114837646484,1.1775789260864258,BUY,4.5,False,,-1.0,54.62727869486887,0.6661735229550444,SELL,2025-07,0,-0.0008325576782226562,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-07-07 05:00:00+00:00,1.1775789260864258,1.1730204820632937,BUY,4.5,False,SELL,-2.0,48.85615552786391,0.3328720053450415,SELL,2025-07,5,-0.004558444023132102,BUY,False,BUY,тренд BUY на откате,False
2025-07-07 10:00:00+00:00,1.1730204820632937,1.1737089157104492,SELL,3.5,True,SELL,-4.0,30.3815939235658,0.0621598807449846,SELL,2025-07,10,0.0006884336471555397,BUY,True,BUY,у низа диапазона → BUY,True
2025-07-07 15:00:00+00:00,1.1737089157104492,1.1710972785949707,SELL,4.5,True,SELL,-5.5,38.78383107230233,0.2146673881429875,,2025-07,15,-0.0026116371154785156,BUY,False,SELL,крупные (сильный вердикт),True
2025-07-07 20:00:00+00:00,1.1710972785949707,1.174122333526611,BUY,3.5,False,SELL,-2.5,37.27428567145068,0.2192204420803481,,2025-07,20,0.003025054931640403,BUY,True,BUY,тренд BUY на откате,True
2025-07-08 00:00:00+00:00,1.1746740341186523,1.17384672164917,BUY,4.5,False,,1.5,52.36652340057713,0.6491162969681977,BUY,2025-07,0,-0.0008273124694824219,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-07-08 05:00:00+00:00,1.17384672164917,1.1731581687927246,BUY,4.5,False,,1.5,48.48670440711884,0.7598921202519708,BUY,2025-07,5,-0.0006885528564453125,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-07-08 10:00:00+00:00,1.1731581687927246,1.1709601879119873,BUY,3.5,False,,1.0,45.05322208316282,0.5340895023520673,,2025-07,10,-0.0021979808807373047,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-07-08 15:00:00+00:00,1.1709601879119873,1.1728830337524414,BUY,3.5,False,BUY,2.0,40.15684996851927,0.2867238694131821,BUY,2025-07,15,0.0019228458404541016,BUY,True,BUY,тренд BUY на откате,True
2025-07-08 20:00:00+00:00,1.1728830337524414,1.1724703311920166,BUY,3.5,False,,0.5,48.89175517789141,0.5237136728277159,BUY,2025-07,20,-0.0004127025604248047,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-07-09 00:00:00+00:00,1.1727453470230105,1.17205810546875,BUY,3.5,False,,-1.0,48.25617522536915,0.5067438511944992,BUY,2025-07,0,-0.000687241554260476,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-07-09 05:00:00+00:00,1.17205810546875,1.170548915863037,BUY,3.5,False,,1.0,46.53218099377597,0.5801741027246471,BUY,2025-07,5,-0.0015091896057128906,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-07-09 10:00:00+00:00,1.170548915863037,1.1709601879119873,BUY,3.5,False,,-1.0,40.39294331625883,0.2659679193931322,,2025-07,10,0.0004112720489501953,BUY,True,BUY,тренд BUY на откате,True
2025-07-09 15:00:00+00:00,1.1709601879119873,1.1724703311920166,BUY,2.5,False,BUY,2.5,45.87722989743136,0.3658578956511668,,2025-07,15,0.0015101432800292969,BUY,True,BUY,тренд BUY на откате,True
2025-07-09 20:00:00+00:00,1.1724703311920166,1.1742602586746216,BUY,2.5,True,BUY,3.5,53.20982634603372,0.8143142176739396,BUY,2025-07,20,0.0017899274826049805,BUY,True,BUY,крупные (сильный вердикт),True
2025-07-10 00:00:00+00:00,1.174812078475952,1.1742602586746216,BUY,3.5,False,BUY,2.5,63.679701511612464,0.9282557515179052,BUY,2025-07,0,-0.0005518198013303444,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-07-10 05:00:00+00:00,1.1742602586746216,1.1732958555221558,BUY,4.5,True,BUY,4.5,59.363490620128765,0.8326587088513485,BUY,2025-07,5,-0.0009644031524658203,BUY,False,BUY,крупные (сильный вердикт),False
2025-07-10 10:00:00+00:00,1.1732958555221558,1.1690436601638794,BUY,4.5,True,BUY,3.5,51.96880011999615,0.5990243660855784,SELL,2025-07,10,-0.004252195358276367,BUY,False,BUY,крупные (сильный вердикт),False
2025-07-10 15:00:00+00:00,1.1690436601638794,1.1704120635986328,BUY,2.5,False,,0.0,33.40412098152659,0.2486780918164829,SELL,2025-07,15,0.001368403434753418,BUY,True,BUY,тренд BUY на откате,True
2025-07-10 20:00:00+00:00,1.1704120635986328,1.1678149700164795,BUY,2.5,False,,1.0,44.33837940668648,0.4369613301807642,BUY,2025-07,20,-0.0025970935821533203,BUY,False,BUY,тренд BUY на откате,False
2025-07-11 00:00:00+00:00,1.1678149700164795,1.1682243347167969,BUY,2.5,False,,-0.5,32.85222222598337,0.1065111728807242,,2025-07,0,0.0004093647003173828,BUY,True,BUY,у низа диапазона → BUY,True
2025-07-11 05:00:00+00:00,1.1682243347167969,1.1695905923843384,BUY,2.5,False,,-1.5,38.99902070371004,0.1791426632090084,,2025-07,5,0.001366257667541504,BUY,True,BUY,тренд BUY на откате,True
2025-07-11 10:00:00+00:00,1.1695905923843384,1.169864296913147,BUY,2.5,False,SELL,-2.5,49.210935322600655,0.5578377823935174,,2025-07,10,0.00027370452880859375,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-07-11 15:00:00+00:00,1.169864296913147,1.1693171262741089,BUY,2.5,False,,-1.5,51.61708400933358,0.6167141062132985,,2025-07,15,-0.0005471706390380859,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-07-14 00:00:00+00:00,1.169727444648743,1.1672697067260742,BUY,2.5,True,BUY,3.5,51.89899362588336,0.7579980136635869,,2025-07,0,-0.002457737922668679,BUY,False,BUY,крупные (сильный вердикт),False
2025-07-14 05:00:00+00:00,1.1672697067260742,1.169864296913147,BUY,2.5,False,,-1.5,38.16936863545561,0.1375086526017997,SELL,2025-07,5,0.002594590187072754,BUY,True,BUY,у низа диапазона → BUY,True
2025-07-14 10:00:00+00:00,1.169864296913147,1.1675423383712769,BUY,2.5,True,BUY,3.5,55.11733753227733,0.8279932125567699,,2025-07,10,-0.002321958541870117,BUY,False,BUY,крупные (сильный вердикт),False
2025-07-14 15:00:00+00:00,1.1675423383712769,1.1667250394821167,BUY,2.5,False,,0.5,42.00988335272477,0.399166885140843,SELL,2025-07,15,-0.0008172988891601562,BUY,False,BUY,тренд BUY на откате,False
2025-07-14 20:00:00+00:00,1.1667250394821167,1.1672697067260742,BUY,2.5,False,BUY,2.5,39.93115654809436,0.1994523580646101,SELL,2025-07,20,0.0005446672439575195,BUY,True,BUY,тренд BUY на откате,True
2025-07-15 00:00:00+00:00,1.1676785945892334,1.1689070463180542,BUY,2.5,True,BUY,3.5,48.05885797164126,0.4324623496169419,BUY,2025-07,0,0.0012284517288208008,BUY,True,BUY,крупные (сильный вердикт),True
2025-07-15 05:00:00+00:00,1.1689070463180542,1.168770432472229,BUY,2.5,True,BUY,5.5,57.56049787290092,0.7030446177241402,BUY,2025-07,5,-0.0001366138458251953,BUY,False,BUY,крупные (сильный вердикт),False
2025-07-15 10:00:00+00:00,1.168770432472229,1.1621150970458984,BUY,2.5,True,BUY,5.0,54.302747788418,0.691656305655432,BUY,2025-07,10,-0.006655335426330566,BUY,False,BUY,крупные (сильный вердикт),False
2025-07-15 15:00:00+00:00,1.1621150970458984,1.160496711730957,BUY,2.5,False,,-0.5,27.123553711154457,0.16560441753709,,2025-07,15,-0.0016183853149414062,BUY,False,BUY,тренд BUY на откате,False
2025-07-15 20:00:00+00:00,1.160496711730957,1.1617100238800049,BUY,2.5,False,,-1.5,28.21443730691537,0.0815564839451474,,2025-07,20,0.0012133121490478516,BUY,True,BUY,у низа диапазона → BUY,True
2025-07-16 00:00:00+00:00,1.161170482635498,1.1623852252960205,SELL,2.5,True,SELL,-4.5,33.210166802353285,0.1496044980074405,,2025-07,0,0.001214742660522461,BUY,True,BUY,у низа диапазона → BUY,True
2025-07-16 05:00:00+00:00,1.1623852252960205,1.1621150970458984,SELL,2.5,True,SELL,-3.5,43.785660903294136,0.2840563691627521,,2025-07,5,-0.0002701282501220703,BUY,False,SELL,крупные (сильный вердикт),True
2025-07-16 10:00:00+00:00,1.1621150970458984,1.1627906560897827,SELL,2.5,True,SELL,-5.5,44.23769582562099,0.6916828115971585,,2025-07,10,0.0006755590438842773,BUY,True,SELL,крупные (сильный вердикт),False
2025-07-16 15:00:00+00:00,1.1627906560897827,1.1642799377441406,SELL,2.5,True,SELL,-5.5,52.30225797052315,0.3986510890218432,SELL,2025-07,15,0.0014892816543579102,BUY,True,SELL,крупные (сильный вердикт),False
2025-07-16 20:00:00+00:00,1.1642799377441406,1.1631964445114136,BUY,2.5,False,,-0.5,56.145616337558224,0.4967415712692954,SELL,2025-07,20,-0.0010834932327270508,BUY,False,BUY,тренд BUY на откате,False
2025-07-17 00:00:00+00:00,1.1626555919647217,1.1619800329208374,BUY,2.5,False,,-0.5,48.70451751635435,0.3897551860052449,,2025-07,0,-0.0006755590438842773,BUY,False,BUY,тренд BUY на откате,False
2025-07-17 05:00:00+00:00,1.1619800329208374,1.1588828563690186,BUY,2.5,False,,-0.5,45.92098675209759,0.3452599676512617,,2025-07,5,-0.0030971765518188477,BUY,False,BUY,тренд BUY на откате,False
2025-07-17 10:00:00+00:00,1.1588828563690186,1.1599582433700562,BUY,1.0,False,,-0.5,38.00444576473744,0.0760640005406592,,2025-07,10,0.0010753870010375977,BUY,True,BUY,у низа диапазона → BUY,True
2025-07-17 20:00:00+00:00,1.1599582433700562,1.1631964445114136,BUY,1.0,False,,-0.5,47.4645082896576,0.4880030157383846,,2025-07,20,0.003238201141357422,BUY,True,BUY,тренд BUY на откате,True
2025-07-18 00:00:00+00:00,1.1627906560897827,1.1619800329208374,BUY,2.5,False,,0.5,59.870519793685936,0.9562797326707884,,2025-07,0,-0.0008106231689453125,BUY,False,SELL,вдогонку нельзя → контртренд,True
2025-07-18 05:00:00+00:00,1.1619800329208374,1.16441547870636,BUY,2.5,False,,1.5,53.57378204933013,0.743979721166033,,2025-07,5,0.002435445785522683,BUY,True,SELL,вдогонку нельзя → контртренд,False
2025-07-18 10:00:00+00:00,1.16441547870636,1.164686679840088,BUY,2.5,True,BUY,5.0,64.61782756282716,0.95722960651238,,2025-07,10,0.0002712011337278053,BUY,True,BUY,крупные (сильный вердикт),True
2025-07-18 15:00:00+00:00,1.164686679840088,1.1626555919647217,BUY,2.5,True,BUY,6.0,58.23381426124708,0.676471466539254,,2025-07,15,-0.002031087875366211,BUY,False,BUY,крупные (сильный вердикт),False
2025-07-21 00:00:00+00:00,1.16225004196167,1.163602590560913,BUY,2.5,False,,0.0,46.54653001826805,0.1185262717186518,SELL,2025-07,0,0.001352548599243164,BUY,True,BUY,у низа диапазона → BUY,True
