t,hour,dow,sym,score,fwr,volr,win,month
2025-08-18 15:00:00+00:00,15,0,EURUSD,2.64,0.6,1.0777471999476584,False,2025-08
2025-08-18 20:00:00+00:00,20,0,EURUSD,2.5799999999999996,0.575,1.1071557493127482,True,2025-08
2025-08-19 00:00:00+00:00,0,1,EURUSD,2.5799999999999996,0.575,1.0696375515190943,False,2025-08
2025-08-19 05:00:00+00:00,5,1,EURJPY,1.64,0.525,1.144300518857787,True,2025-08
2025-08-19 10:00:00+00:00,10,1,USDCHF,2.205,0.55,0.9241810696627596,True,2025-08
2025-08-19 20:00:00+00:00,20,1,EURUSD,2.2575,0.575,0.9126612343899538,False,2025-08
2025-08-20 00:00:00+00:00,0,2,EURUSD,2.205,0.55,0.8543514144904014,False,2025-08
2025-08-20 05:00:00+00:00,5,2,EURJPY,2.1525,0.525,0.9030011903633243,True,2025-08
2025-08-20 15:00:00+00:00,15,2,USDCHF,2.2575,0.575,1.0779606606310632,False,2025-08
2025-08-21 10:00:00+00:00,10,3,USDCHF,1.29,0.575,1.0067223640077556,False,2025-08
2025-08-21 15:00:00+00:00,15,3,EURUSD,2.1525,0.525,1.3927220854556306,True,2025-08
2025-08-21 20:00:00+00:00,20,3,EURUSD,1.3324999999999998,0.525,1.3025220177692018,True,2025-08
2025-08-22 00:00:00+00:00,0,4,USDCHF,1.2600000000000002,0.55,1.2612778356268004,False,2025-08
2025-08-22 05:00:00+00:00,5,4,EURUSD,2.1525,0.525,0.762907238434929,True,2025-08
2025-08-22 15:00:00+00:00,15,4,USDCHF,2.1525,0.525,1.5133584884474398,False,2025-08
2025-08-22 20:00:00+00:00,20,4,USDCHF,2.1525,0.525,1.5294875521808393,True,2025-08
2025-08-25 00:00:00+00:00,0,0,USDCHF,1.6800000000000002,0.55,1.604395399946511,False,2025-08
2025-08-25 10:00:00+00:00,10,0,EURUSD,1.2600000000000002,0.55,0.9689441896107762,True,2025-08
2025-08-25 15:00:00+00:00,15,0,EURUSD,1.6800000000000002,0.55,1.13348026822821,False,2025-08
2025-08-25 20:00:00+00:00,20,0,EURJPY,2.205,0.55,0.9495154752354009,False,2025-08
2025-08-26 00:00:00+00:00,0,1,EURJPY,2.205,0.55,1.0888909571992713,True,2025-08
2025-08-26 20:00:00+00:00,20,1,USDCHF,1.64,0.525,1.0216150280556233,True,2025-08
2025-08-27 05:00:00+00:00,5,2,EURUSD,2.1,0.5,0.6676761466009588,False,2025-08
2025-08-27 10:00:00+00:00,10,2,EURUSD,2.1,0.5,0.7828669841939915,True,2025-08
2025-08-27 20:00:00+00:00,20,2,USDCHF,2.1525,0.525,1.0569659290891977,False,2025-08
2025-08-28 00:00:00+00:00,0,3,USDCHF,2.1525,0.525,0.9197274243507265,False,2025-08
2025-08-28 05:00:00+00:00,5,3,USDCHF,2.1,0.5,0.6815105010917073,False,2025-08
2025-08-28 10:00:00+00:00,10,3,USDCHF,2.0475,0.475,0.6657445564602376,True,2025-08
2025-08-29 10:00:00+00:00,10,4,EURJPY,1.29,0.575,0.9939787839701109,True,2025-08
2025-09-01 00:00:00+00:00,0,0,EURJPY,1.6500000000000001,0.6,0.9074168144810951,True,2025-09
2025-09-01 05:00:00+00:00,5,0,USDCHF,1.2674999999999998,0.475,0.6989459969729594,False,2025-09
2025-09-02 00:00:00+00:00,0,1,EURUSD,1.56,0.475,0.704591620092498,False,2025-09
2025-09-02 05:00:00+00:00,5,1,EURUSD,1.52,0.45,0.6024618368368367,False,2025-09
2025-09-02 10:00:00+00:00,10,1,EURUSD,1.9949999999999999,0.45,1.2685329752685486,True,2025-09
2025-09-02 20:00:00+00:00,20,1,EURJPY,1.3200000000000003,0.6,1.2594741307180777,True,2025-09
2025-09-03 20:00:00+00:00,20,2,EURJPY,1.7600000000000002,0.6,1.0390040223082042,False,2025-09
2025-09-04 00:00:00+00:00,0,3,EURJPY,2.64,0.6,0.9903472394522621,True,2025-09
2025-09-05 00:00:00+00:00,0,4,EURUSD,1.2000000000000002,0.5,1.0034038675936248,False,2025-09
2025-09-05 20:00:00+00:00,20,4,USDCHF,1.52,0.45,1.5068930118971722,True,2025-09
2025-09-08 10:00:00+00:00,10,0,USDCHF,1.9949999999999999,0.45,0.9201420956269544,False,2025-09
2025-09-09 05:00:00+00:00,5,1,EURJPY,2.6999999999999997,0.625,0.8998440224400865,False,2025-09
2025-09-09 10:00:00+00:00,10,1,EURJPY,2.3100000000000005,0.6,1.2281609872259263,True,2025-09
2025-09-09 15:00:00+00:00,15,1,EURUSD,2.4,0.5,1.3012940503221277,False,2025-09
2025-09-09 20:00:00+00:00,20,1,EURUSD,2.34,0.475,1.221860009397298,False,2025-09
2025-09-10 00:00:00+00:00,0,2,EURUSD,2.8274999999999997,0.475,1.0676059108276543,True,2025-09
2025-09-10 05:00:00+00:00,5,2,EURJPY,1.3200000000000003,0.6,0.7269285594741367,True,2025-09
2025-09-10 20:00:00+00:00,20,2,EURUSD,1.56,0.475,1.2196563853763684,True,2025-09
2025-09-11 00:00:00+00:00,0,3,EURUSD,1.56,0.475,1.0097383220878065,True,2025-09
2025-09-12 00:00:00+00:00,0,4,EURUSD,1.23,0.525,1.1189952443801983,True,2025-09
2025-09-12 20:00:00+00:00,20,4,EURUSD,1.1275,0.525,1.0762225064119322,False,2025-09
2025-09-15 00:00:00+00:00,0,0,EURJPY,1.3200000000000003,0.6,0.7865105267300835,False,2025-09
2025-09-15 10:00:00+00:00,10,0,USDCHF,1.2349999999999999,0.45,0.6421311337936254,False,2025-09
2025-09-15 15:00:00+00:00,15,0,USDCHF,1.9949999999999999,0.45,0.7611674802455252,True,2025-09
2025-09-15 20:00:00+00:00,20,0,USDCHF,1.9949999999999999,0.45,0.8732265547332376,False,2025-09
2025-09-16 05:00:00+00:00,5,1,USDCHF,1.2349999999999999,0.45,0.8416804969415336,False,2025-09
2025-09-16 10:00:00+00:00,10,1,USDCHF,1.9949999999999999,0.45,0.8615898473644221,False,2025-09
2025-09-17 10:00:00+00:00,10,2,EURJPY,3.19,0.6,1.0786585797559767,True,2025-09
2025-09-17 20:00:00+00:00,20,2,EURUSD,2.52,0.55,1.6861088533199948,True,2025-09
2025-09-18 05:00:00+00:00,5,3,EURUSD,2.52,0.55,1.8695189146640736,True,2025-09
2025-09-18 10:00:00+00:00,10,3,EURUSD,1.1825,0.575,1.455888935191616,False,2025-09
2025-09-18 15:00:00+00:00,15,3,EURJPY,1.6875,0.625,1.1984283786980736,True,2025-09
2025-09-18 20:00:00+00:00,20,3,EURJPY,1.7249999999999999,0.65,1.120493097781955,True,2025-09
2025-09-19 00:00:00+00:00,0,4,EURUSD,1.2600000000000002,0.55,1.120095076261923,False,2025-09
2025-09-19 05:00:00+00:00,5,4,EURJPY,2.76,0.65,1.1582621123520949,True,2025-09
2025-09-19 10:00:00+00:00,10,4,EURJPY,1.2925000000000002,0.675,1.4821626454440135,False,2025-09
2025-09-19 15:00:00+00:00,15,4,EURJPY,1.4100000000000004,0.675,1.472243323174851,True,2025-09
2025-09-22 00:00:00+00:00,0,0,EURUSD,2.205,0.55,0.8144167446182049,False,2025-09
2025-09-22 10:00:00+00:00,10,0,USDCHF,1.52,0.45,0.7797459971171452,True,2025-09
2025-09-22 15:00:00+00:00,15,0,USDCHF,1.52,0.45,0.8771280532938563,False,2025-09
2025-09-22 20:00:00+00:00,20,0,USDCHF,1.52,0.45,0.879087615411586,False,2025-09
2025-09-23 00:00:00+00:00,0,1,EURUSD,1.5750000000000002,0.55,0.780702576739701,True,2025-09
2025-09-23 15:00:00+00:00,15,1,EURUSD,1.29,0.575,1.0309807807764364,True,2025-09
2025-09-24 10:00:00+00:00,10,2,EURUSD,2.3100000000000005,0.6,0.8875741427683733,False,2025-09
2025-09-24 15:00:00+00:00,15,2,EURUSD,2.3100000000000005,0.6,1.0835857727319609,False,2025-09
2025-09-24 20:00:00+00:00,20,2,EURUSD,2.2575,0.575,1.018592018458318,True,2025-09
2025-09-25 15:00:00+00:00,15,3,EURUSD,2.2575,0.575,1.4183162621686591,False,2025-09
2025-09-25 20:00:00+00:00,20,3,EURUSD,2.205,0.55,1.5591831229520552,False,2025-09
2025-09-29 05:00:00+00:00,5,0,EURJPY,2.4675000000000002,0.675,0.8873203204014533,False,2025-09
2025-09-29 15:00:00+00:00,15,0,EURJPY,1.3800000000000001,0.65,1.2819072488060648,True,2025-09
2025-09-30 05:00:00+00:00,5,1,EURJPY,1.5274999999999999,0.675,1.0684201742818153,False,2025-09
2025-09-30 20:00:00+00:00,20,1,EURJPY,2.415,0.65,1.1033011131104988,True,2025-09
2025-10-01 05:00:00+00:00,5,2,EURJPY,1.4949999999999997,0.65,0.9197860962566845,False,2025-10
2025-10-01 10:00:00+00:00,10,2,EURJPY,2.415,0.65,1.2061796493942212,False,2025-10
2025-10-01 15:00:00+00:00,15,2,EURJPY,2.3625000000000003,0.625,1.3423048439507292,True,2025-10
2025-10-01 20:00:00+00:00,20,2,EURJPY,2.3625000000000003,0.625,1.2094158974861071,True,2025-10
2025-10-02 10:00:00+00:00,10,3,EURJPY,1.4625,0.625,1.1809318661289416,True,2025-10
2025-10-02 15:00:00+00:00,15,3,EURUSD,2.205,0.55,1.0645196957188348,True,2025-10
2025-10-03 05:00:00+00:00,5,4,EURJPY,1.5275000000000003,0.675,0.8728448938626827,True,2025-10
2025-10-06 05:00:00+00:00,5,0,EURUSD,1.6800000000000002,0.55,0.8766099783895517,False,2025-10
2025-10-06 10:00:00+00:00,10,0,EURUSD,2.205,0.55,1.3416614615865086,True,2025-10
2025-10-07 00:00:00+00:00,0,1,EURJPY,1.7625000000000002,0.675,1.2888362358330372,True,2025-10
2025-10-07 20:00:00+00:00,20,1,EURUSD,1.3974999999999997,0.575,1.1045402878322703,False,2025-10
2025-10-08 00:00:00+00:00,0,2,EURUSD,2.205,0.55,0.935614827180635,False,2025-10
2025-10-08 05:00:00+00:00,5,2,EURUSD,2.205,0.55,0.8433601074049212,False,2025-10
2025-10-08 15:00:00+00:00,15,2,EURUSD,1.3649999999999998,0.55,1.2583937694942497,True,2025-10
2025-10-09 00:00:00+00:00,0,3,EURUSD,1.29,0.575,0.9512703858768762,False,2025-10
2025-10-09 05:00:00+00:00,5,3,EURUSD,1.2600000000000002,0.55,0.7210322442355391,True,2025-10
2025-10-09 10:00:00+00:00,10,3,USDCHF,1.52,0.45,1.0017803150438738,True,2025-10
2025-10-09 15:00:00+00:00,15,3,EURJPY,2.82,0.675,1.1430624835767529,False,2025-10
2025-10-09 20:00:00+00:00,20,3,EURJPY,1.3800000000000001,0.65,1.087516417687907,True,2025-10
2025-10-10 00:00:00+00:00,0,4,EURJPY,2.76,0.65,1.0099865244148418,False,2025-10
2025-10-10 15:00:00+00:00,15,4,USDCHF,1.6575000000000002,0.475,1.1841627881987824,False,2025-10
2025-10-10 20:00:00+00:00,20,4,EURJPY,3.3349999999999995,0.65,1.1781140608353446,True,2025-10
2025-10-13 00:00:00+00:00,0,0,USDCHF,1.1400000000000001,0.45,1.6373293667264324,True,2025-10
2025-10-13 05:00:00+00:00,5,0,USDCHF,1.1400000000000001,0.45,1.4908536073473362,True,2025-10
2025-10-13 10:00:00+00:00,10,0,USDCHF,1.0725,0.475,1.3876698929911386,True,2025-10
2025-10-13 20:00:00+00:00,20,0,EURUSD,1.72,0.575,1.0225633248626937,False,2025-10
2025-10-14 00:00:00+00:00,0,1,EURUSD,1.3649999999999998,0.55,0.8517348465031422,True,2025-10
2025-10-14 05:00:00+00:00,5,1,EURJPY,3.3349999999999995,0.65,0.718947852006966,False,2025-10
2025-10-14 10:00:00+00:00,10,1,EURJPY,2.3625000000000003,0.625,1.032585931160364,True,2025-10
2025-10-14 15:00:00+00:00,15,1,USDCHF,1.56,0.475,1.222923321737551,False,2025-10
2025-10-14 20:00:00+00:00,20,1,EURUSD,2.1,0.55,1.0903483946520933,True,2025-10
2025-10-15 00:00:00+00:00,0,2,EURUSD,2.1,0.55,0.9460808969751073,False,2025-10
2025-10-15 05:00:00+00:00,5,2,EURUSD,1.5374999999999999,0.525,0.620221860611453,False,2025-10
